image,Prediction,Confidence Score,flag,username,timestamp
/Users/pgmenon/Documents/CMU/PGSS2024/CMU_PGSS_2024/L6-7162024/WebApp_MaskClassifier/flagged/image/tmpbzjp_ahx.jpg,"Class: Mask
",Confidence Score: 0.9999978542327881,,,2024-07-16 16:17:04.085684
